"accession_no","sequence_name","gene","sublineage","state","analyses"
"DQ023145","chicken_China_1_02","HA",".",".","All_H5N1"
"DQ095624","Chicken_Yunnan_447_05","HA",".",".","All_H5N1"
"DQ095627","Quail_Shantou_911_05","HA",".",".","All_H5N1"
"DQ095629","Duck_Fujian_1734_05","HA",".",".","All_H5N1"
"DQ201829","Goose_Huadong_1_2000","HA",".",".","All_H5N1"
"DQ211922","chicken_jiyuan_1_03","HA",".",".","All_H5N1"
"DQ211923","chicken_zhengzhou_1_02","HA",".",".","All_H5N1"
"DQ211924","chicken_zhoukou_2_02","HA",".",".","All_H5N1"
"DQ320877","duck_Guangxi_351_2004","HA",".",".","All_H5N1"
"DQ320885","duck_Guangxi_1586_2004","HA",".",".","All_H5N1"
"DQ320894","chicken_Guangxi_2448_2004","HA",".",".","All_H5N1"
"DQ320895","chicken_Guangxi_2461_2004","HA",".",".","All_H5N1"
"DQ320896","goose_Guangxi_345_2005","HA",".",".","All_H5N1"
"DQ320899","duck_Guangxi_793_2005","HA",".",".","All_H5N1"
"DQ320901","duck_Guangzhou_20_2005","HA",".",".","All_H5N1"
"DQ320902","duck_Hunan_127_2005","HA",".",".","All_H5N1"
"DQ320911","duck_Hunan_1265_2005","HA",".",".","All_H5N1"
"DQ320912","duck_Hunan_1608_2005","HA",".",".","All_H5N1"
"DQ320916","migratory_duck_Jiangxi_1653_2005","HA",".",".","All_H5N1"
"DQ320923","grey_heron_Hong_Kong_728_2004","HA",".",".","All_H5N1"
"DQ320924","grey_heron_Hong_Kong_837_2004","HA",".",".","All_H5N1"
"DQ320925","Chinese_pond_heron_Hong_Kong_18_2005","HA",".",".","All_H5N1"
"DQ320926","chicken_Hong_Kong_3123_1_2002","HA",".",".","All_H5N1"
"DQ343150","chicken_Hebei_326_2005","HA",".",".","All_H5N1"
"DQ343151","chicken_Hebei_718_2001","HA",".",".","All_H5N1"
"DQ343152","chicken_Hebei_108_02","HA",".",".","All_H5N1"
"DQ366330","chicken_Guangxi_12_2004","HA",".",".","All_H5N1"
"DQ371928","Anhui_1_2005","HA",".",".","All_H5N1"
"DQ371930","Guangxi_1_2005","HA",".",".","All_H5N1"
"DQ432037","swine_Fujian_2001","HA",".",".","All_H5N1"
"DQ432045","swine_Fujian_2003","HA",".",".","All_H5N1"
"DQ520855","chicken_Zhejiang_24_2005","HA",".",".","All_H5N1"
"DQ835313","China_GD01_2006","HA",".",".","All_H5N1"
"DQ836043","goose_Huadong_220_2004","HA",".",".","All_H5N1"
"DQ914814","chicken_Shanxi_2_2006","HA",".",".","All_H5N1"
"DQ992715","duck_Guangxi_2926_2005","HA",".",".","All_H5N1"
"DQ992719","goose_Guangxi_3316_2005","HA",".",".","All_H5N1"
"DQ992722","goose_Guangxi_3714_2005","HA",".",".","All_H5N1"
"DQ992726","duck_Guangxi_4016_2005","HA",".",".","All_H5N1"
"DQ992727","duck_Guangxi_4184_2005","HA",".",".","All_H5N1"
"DQ992728","duck_Guangxi_4196_2005","HA",".",".","All_H5N1"
"DQ992730","duck_Guangxi_4428_2005","HA",".",".","All_H5N1"
"DQ992731","goose_Guangxi_4513_2005","HA",".",".","All_H5N1"
"DQ992738","goose_Guangxi_5414_2005","HA",".",".","All_H5N1"
"DQ992741","duck_Guangxi_89_2006","HA",".",".","All_H5N1"
"DQ992743","goose_Guangxi_224_2006","HA",".",".","All_H5N1"
"DQ992745","chicken_Guangxi_463_2006","HA",".",".","All_H5N1"
"DQ992748","duck_Guangxi_619_2006","HA",".",".","All_H5N1"
"DQ992750","duck_Guangxi_804_2006","HA",".",".","All_H5N1"
"DQ992753","duck_Guiyang_2231_2005","HA",".",".","All_H5N1"
"DQ992755","chicken_Guiyang_3055_2005","HA",".",".","All_H5N1"
"DQ992759","chicken_Guiyang_3721_2005","HA",".",".","All_H5N1"
"DQ992761","duck_Guiyang_3996_2005","HA",".",".","All_H5N1"
"DQ992762","chicken_Guiyang_4059_2005","HA",".",".","All_H5N1"
"DQ992763","chicken_Guiyang_29_2006","HA",".",".","All_H5N1"
"DQ992764","duck_Guiyang_293_2006","HA",".",".","All_H5N1"
"DQ992765","goose_Guiyang_337_2006","HA",".",".","All_H5N1"
"DQ992766","chicken_Guiyang_441_2006","HA",".",".","All_H5N1"
"DQ992767","duck_Guiyang_497_2006","HA",".",".","All_H5N1"
"DQ992776","duck_Shantou_13323_2005","HA",".",".","All_H5N1"
"DQ992777","goose_Shantou_18442_2005","HA",".",".","All_H5N1"
"DQ992779","chicken_Shantou_1233_2006","HA",".",".","All_H5N1"
"DQ992781","goose_Shantou_2086_2006","HA",".",".","All_H5N1"
"DQ992782","pheasant_Shantou_2239_2006","HA",".",".","All_H5N1"
"DQ992784","goose_Shantou_3295_2006","HA",".",".","All_H5N1"
"DQ992785","chicken_Shantou_3840_2006","HA",".",".","All_H5N1"
"DQ992790","duck_Hunan_324_2006","HA",".",".","All_H5N1"
"DQ992792","duck_Hunan_856_2006","HA",".",".","All_H5N1"
"DQ992797","duck_Yunnan_4400_2005","HA",".",".","All_H5N1"
"DQ992800","goose_Yunnan_4804_2005","HA",".",".","All_H5N1"
"DQ992807","duck_Yunnan_5877_2005","HA",".",".","All_H5N1"
"DQ992819","duck_Fujian_9651_2005","HA",".",".","All_H5N1"
"DQ992828","chicken_Fujian_11933_2005","HA",".",".","All_H5N1"
"DQ992830","chicken_Fujian_12239_2005","HA",".",".","All_H5N1"
"DQ992831","chicken_Fujian_584_2006","HA",".",".","All_H5N1"
"DQ992832","duck_Fujian_668_2006","HA",".",".","All_H5N1"
"DQ992838","crested_myna_Hong_Kong_540_2006","HA",".",".","All_H5N1"
"DQ992839","common_magpie_Hong_Kong_645_2006","HA",".",".","All_H5N1"
"DQ992844","common_magpie_Hong_Kong_2256_2006","HA",".",".","All_H5N1"
"DQ993022","duck_Guangxi_2143_2006","HA",".",".","All_H5N1"
"DQ993025","goose_Guangxi_1633_2006","HA",".",".","All_H5N1"
"DQ993028","duck_Guangxi_1436_2006","HA",".",".","All_H5N1"
"DQ993030","duck_Guangxi_1258_2006","HA",".",".","All_H5N1"
"DQ993031","chicken_Guangxi_1212_2006","HA",".",".","All_H5N1"
"DQ997076","swine_Anhui_cb_2004","HA",".",".","All_H5N1"
"DQ997087","chicken_Hubei_wf_2002","HA",".",".","All_H5N1"
"DQ997094","duck_Hubei_wg_2002","HA",".",".","All_H5N1"
"DQ997102","chicken_Hubei_wh_1997","HA",".",".","All_H5N1"
"DQ997111","chicken_Hubei_wi_1997","HA",".",".","All_H5N1"
"DQ997122","chicken_Hubei_wj_1997","HA",".",".","All_H5N1"
"DQ997133","chicken_Hubei_wl_1997","HA",".",".","All_H5N1"
"DQ997147","chicken_Hubei_wn_2003","HA",".",".","All_H5N1"
"DQ997156","chicken_Hubei_wo_2003","HA",".",".","All_H5N1"
"DQ997163","duck_Hubei_wp_2003","HA",".",".","All_H5N1"
"DQ997182","chicken_Jiangsu_cz1_2002","HA",".",".","All_H5N1"
"DQ997268","chicken_Jilin_ha_2003","HA",".",".","All_H5N1"
"DQ997276","goose_Jilin_hb_2003","HA",".",".","All_H5N1"
"DQ997308","chicken_Jilin_hh_2002","HA",".",".","All_H5N1"
"DQ997318","chicken_Jilin_hj_2003","HA",".",".","All_H5N1"
"DQ997325","chicken_Jilin_hk_2004","HA",".",".","All_H5N1"
"DQ997361","chicken_Jilin_hp_2003","HA",".",".","All_H5N1"
"DQ997392","swine_Anhui_ca_2004","HA",".",".","All_H5N1"
"DQ997405","goose_Fujian_bb_2003","HA",".",".","All_H5N1"
"DQ997410","duck_Zhejiang_bj_2002","HA",".",".","All_H5N1"
"DQ997513","duck_Guangxi_xa_2001","HA",".",".","All_H5N1"
"DQ997531","duck_Shanghai_xj_2002","HA",".",".","All_H5N1"
"DQ997538","chicken_Jilin_xv_2002","HA",".",".","All_H5N1"
"DQ997547","chicken_Jilin_xw_2003","HA",".",".","All_H5N1"
"EF587277","Beijing_01_2003","HA",".",".","All_H5N1"
"EF670479","duck_Hunan_15_2004","HA",".",".","All_H5N1"
"EF670482","chicken_Hubei_14_2004","HA",".",".","All_H5N1"
"EPI347304","Guangdong_Shenzhen_1_2011_H5N1","HA",".",".","All_H5N1"
"EPI375432","Hong_Kong_5923_2012","HA",".",".","All_H5N1"
"EPI454493","environment_Hangzhou_109_2_2013_H5N1","HA",".",".","All_H5N1"
"EPI553223","Chicken_Shandong_J02_2009","HA",".",".","All_H5N1"
"EPI553276","Chicken_Shandong_J03_2009","HA",".",".","All_H5N1"
"EPI553284","Chicken_Shandong_J04_2009","HA",".",".","All_H5N1"
"EPI553292","Chicken_Shandong_J05_2009","HA",".",".","All_H5N1"
"EPI553300","Chicken_Shandong_J06_2009","HA",".",".","All_H5N1"
"EPI553308","Duck_Shandong_Y01_2009","HA",".",".","All_H5N1"
"EPI553316","Duck_Shandong_Y02_2009","HA",".",".","All_H5N1"
"EPI592914","environment_Chongqing_02412_2012","HA",".",".","All_H5N1"
"EPI593013","environment_Guizhou_00320_2013","HA",".",".","All_H5N1"
"EPI594523","environment_Hubei_950_2013","HA",".",".","All_H5N1"
"EPI669760","Bar_headed_Goose_Qinghai_BTY2_2015_H5N1","HA",".",".","All_H5N1"
"EPI749145","Environment_Chongqing_47495_2015","HA",".",".","All_H5N1"
"EPI749153","Environment_Chongqing_45375_2015","HA",".",".","All_H5N1"
"EPI749177","Environment_Chongqing_45239_2015","HA",".",".","All_H5N1"
"EPI749201","Environment_Chongqing_45211_2015","HA",".",".","All_H5N1"
"EPI749233","Environment_Chongqing_45170_2015","HA",".",".","All_H5N1"
"EPI749249","Environment_Chongqing_45164_2015","HA",".",".","All_H5N1"
"EPI749273","Environment_Chongqing_45158_2015","HA",".",".","All_H5N1"
"EPI749281","Environment_Chongqing_45133_2015","HA",".",".","All_H5N1"
"EPI749289","Environment_Chongqing_45121_2015","HA",".",".","All_H5N1"
"EPI749297","Environment_Chongqing_45110_2015","HA",".",".","All_H5N1"
"EPI749345","environment_Chongqing_20363_2013","HA",".",".","All_H5N1"
"EPI749353","environment_Guangxi_03235_2012","HA",".",".","All_H5N1"
"EPI749361","environment_Guangdong_02811_2012","HA",".",".","All_H5N1"
"EPI749369","environment_Guangxi_03206_2012","HA",".",".","All_H5N1"
"EPI749401","Environment_Jilin_99001_2014","HA",".",".","All_H5N1"
"EPI749409","Environment_Chongqing_99165_2014","HA",".",".","All_H5N1"
"EPI749441","Environment_Chongqing_28976_2014","HA",".",".","All_H5N1"
"EPI749457","Environment_Chongqing_28922_2014","HA",".",".","All_H5N1"
"EPI1055317","environment_Wuxi_4689_2015","HA",".",".","All_H5N1"
"EPI1055328","environment_Wuxi_1275_2014","HA",".",".","All_H5N1"
"EPI279949","Zhejiang_1_2006","HA",".",".","All_H5N1"
"EPI280096","Hunan_1_2006","HA",".",".","All_H5N1"
"EPI280136","Fujian_1_2007","HA",".",".","All_H5N1"
"EPI280144","Jiangsu_1_2007","HA",".",".","All_H5N1"
"EU008584","chicken_Anhui_T5_2006","HA",".",".","All_H5N1"
"EU195400","mallard_Huadong_lk_2005","HA",".",".","All_H5N1"
"EU195408","mallard_Huadong_hn_2005","HA",".",".","All_H5N1"
"EU195416","mallard_Huadong_Y_2003","HA",".",".","All_H5N1"
"EU243126","chicken_Hebei_706_2005","HA",".",".","All_H5N1"
"EU243133","chicken_Hebei_102_2005","HA",".",".","All_H5N1"
"EU243146","chicken_Hebei_126_2005","HA",".",".","All_H5N1"
"EU263345","duck_Guangxi_12_2003","HA",".",".","All_H5N1"
"EU263353","duck_Guangxi_27_2003","HA",".",".","All_H5N1"
"EU329186","wild_duck_Hunan_211_2005","HA",".",".","All_H5N1"
"EU430496","domestic_green_winged_teal_Hunan_67_2005","HA",".",".","All_H5N1"
"EU532423","tiger_Shanghai_01_2005","HA",".",".","All_H5N1"
"EU594349","duck_Hubei_Hangmei01_2006","HA",".",".","All_H5N1"
"FJ492881","Sichuan_1_2006","HA",".",".","All_H5N1"
"FJ492882","Fujian_1_2005","HA",".",".","All_H5N1"
"FJ492885","Jiangxi_1_2005","HA",".",".","All_H5N1"
"FJ517645","pigeon_Zhejiang_17_2005","HA",".",".","All_H5N1"
"FJ784841","duck_Hunan_689_2006","HA",".",".","All_H5N1"
"FJ784842","chicken_Anhui_1089_2007","HA",".",".","All_H5N1"
"FJ784844","duck_Henan_1647_2006","HA",".",".","All_H5N1"
"FJ784846","duck_Henan_1652_2006","HA",".",".","All_H5N1"
"FJ784848","duck_Hunan_1930_2007","HA",".",".","All_H5N1"
"FJ784851","chicken_Hubei_2856_2007","HA",".",".","All_H5N1"
"FJ784853","chicken_Hubei_3002_2007","HA",".",".","All_H5N1"
"FJ784855","duck_Hunan_3315_2006","HA",".",".","All_H5N1"
"FJ784856","duck_Hunan_3340_2006","HA",".",".","All_H5N1"
"GQ202211","tree_sparrow_Jiangsu_1_2008","HA",".",".","All_H5N1"
"GQ227383","pika_Qinghai_SHK_2007","HA",".",".","All_H5N1"
"GU050317","avian_Hong_Kong_0719_2007","HA",".",".","All_H5N1"
"GU052019","goose_Hong_Kong_437_6_1999","HA",".",".","All_H5N1"
"GU052027","goose_Hong_Kong_437_8_1999","HA",".",".","All_H5N1"
"GU052057","goose_Hong_Kong_1032_9_2000","HA",".",".","All_H5N1"
"GU052065","duck_Hong_Kong_2986_1_2_2000","HA",".",".","All_H5N1"
"GU052073","Goose_Hong_Kong_3014_5_2000","HA",".",".","All_H5N1"
"GU052089","Hong_Kong_378_1_2001","HA",".",".","All_H5N1"
"GU052127","environment_Hong_Kong_156_1997","HA",".",".","All_H5N1"
"GU052457","goose_Hong_Kong_739_2_2002","HA",".",".","All_H5N1"
"GU052486","chicken_Hong_Kong_D_06_0947_2006","HA",".",".","All_H5N1"
"GU182150","duck_Hunan_3_2007","HA",".",".","All_H5N1"
"GU182158","chicken_Hunan_8_2008","HA",".",".","All_H5N1"
"GU182166","duck_Hunan_8_2008","HA",".",".","All_H5N1"
"GU182182","environment_Hunan_6_69_2008","HA",".",".","All_H5N1"
"GU182214","environment_Hunan_1_8_2007","HA",".",".","All_H5N1"
"GU182222","environment_Hunan_1_35_2007","HA",".",".","All_H5N1"
"GU186680","environment_Hong_Kong_674_15_2002","HA",".",".","All_H5N1"
"GU186692","waterfowl_Hong_Kong_378_5_2001","HA",".",".","All_H5N1"
"GU220793","lesser_kestrel_Heilongjiang_194_2007","HA",".",".","All_H5N1"
"GU477548","brown_headed_gull_Qinghai_9_2009","HA",".",".","All_H5N1"
"HM172069","chicken_Sichuan_81_2005","HA",".",".","All_H5N1"
"HM172070","goose_Hubei_65_2005","HA",".",".","All_H5N1"
"HM172071","duck_Hubei_49_2005","HA",".",".","All_H5N1"
"HM172072","Anhui_2_2005","HA",".",".","All_H5N1"
"HM172077","chicken_Liaoning_11_2006","HA",".",".","All_H5N1"
"HM172078","chicken_Liaoning_1_2007","HA",".",".","All_H5N1"
"HM172079","chicken_Guizhou_7_2008","HA",".",".","All_H5N1"
"HM172081","chicken_Hebei_8_2009","HA",".",".","All_H5N1"
"HM172086","chicken_Tibet_6_2008","HA",".",".","All_H5N1"
"HM172089","goose_Guangdong_72_2004","HA",".",".","All_H5N1"
"HM172091","chicken_Xinjiang_27_2006","HA",".",".","All_H5N1"
"HM172094","chicken_Xinjiang_53_2005","HA",".",".","All_H5N1"
"HM172095","chicken_Anhui_39_2004","HA",".",".","All_H5N1"
"HM172097","duck_Hunan_29_2006","HA",".",".","All_H5N1"
"HM172099","chicken_Xinjiang_67_2005","HA",".",".","All_H5N1"
"HM172100","duck_Jiangxi_80_2005","HA",".",".","All_H5N1"
"HM172101","shrike_Tibet_13_2006","HA",".",".","All_H5N1"
"HM172103","chicken_Xinjiang_78_2005","HA",".",".","All_H5N1"
"HM172105","duck_Hunan_70_2004","HA",".",".","All_H5N1"
"HM172106","chicken_Xinjiang_68_2005","HA",".",".","All_H5N1"
"HM172107","duck_Anhui_56_2005","HA",".",".","All_H5N1"
"HM172108","chicken_Xinjiang_16_2005","HA",".",".","All_H5N1"
"HM172109","duck_Yunnan_47_2006","HA",".",".","All_H5N1"
"HM172111","chicken_Xinjiang_54_2005","HA",".",".","All_H5N1"
"HM172112","chicken_Hunan_21_2005","HA",".",".","All_H5N1"
"HM172113","chicken_Shanxi_10_2006","HA",".",".","All_H5N1"
"HM172116","duck_Guangdong_23_2004","HA",".",".","All_H5N1"
"HM172454","bar_headed_goose_Qinghai_3_2005","HA",".",".","All_H5N1"
"HM172455","chicken_Jiangxi_25_2004","HA",".",".","All_H5N1"
"HQ636461","Hong_Kong_6841_2010","HA",".",".","All_H5N1"
"JF732739","ostrich_Suzhou_097_2003","HA",".",".","All_H5N1"
"JN646713","duck_Zhejiang_213_2011","HA",".",".","All_H5N1"
"JN646715","duck_Zhejiang_2242_2011","HA",".",".","All_H5N1"
"JQ277225","chicken_Sheny_0606_2008","HA",".",".","All_H5N1"
"JQ638674","goose_Jiangsu_k0403_2010","HA",".",".","All_H5N1"
"JX013485","parrot_Guangdong_C99_2005","HA",".",".","All_H5N1"
"JX094831","turtle_dove_Guangdong_300_2005","HA",".",".","All_H5N1"
"JX534549","wild_duck_Shandong_1_2011","HA",".",".","All_H5N1"
"JX534557","wild_duck_Shandong_2_2011","HA",".",".","All_H5N1"
"JX534573","wild_duck_Jilin_HF_2011","HA",".",".","All_H5N1"
"JX534581","wild_duck_Jilin_ZF_2011","HA",".",".","All_H5N1"
"JX534589","wild_duck_Fujian_1_2011","HA",".",".","All_H5N1"
"KC261463","duck_Eastern_China_057_2007","HA",".",".","All_H5N1"
"KC261465","chicken_Eastern_China_ZG56_2011","HA",".",".","All_H5N1"
"KC261466","chicken_North_China_k0604_2010","HA",".",".","All_H5N1"
"KC261467","chicken_Eastern_China_ZG16_2010","HA",".",".","All_H5N1"
"KC357320","barn_swallow_Hong_Kong_1161_2010","HA",".",".","All_H5N1"
"KC683522","swine_Jiangsu_1_2008","HA",".",".","All_H5N1"
"KC683523","swine_Jiangsu_2_2009","HA",".",".","All_H5N1"
"KC690156","domestic_green_winged_teal_Hunan_3450_2006","HA",".",".","All_H5N1"
"KF042284","hill_myna_Heilongjiang_0704_2012","HA",".",".","All_H5N1"
"KF572434","wild_bird_Hong_Kong_07035_1_2011","HA",".",".","All_H5N1"
"KF813113","tiger_Jiangsu_01_2013","HA",".",".","All_H5N1"
"KJ003987","duck_Hubei_xn_2007","HA",".",".","All_H5N1"
"KJ522766","chicken_Hubei_RA18_2010","HA",".",".","All_H5N1"
"KP233704","duck_Hunan_316_2005","HA",".",".","All_H5N1"
"KP288316","quail_Nanchang_6631_2013","HA",".",".","All_H5N1"
"KP715064","whooper_swan_Shanxi_17L_2015","HA",".",".","All_H5N1"
"KP762501","chicken_Jiangsu_927_2013","HA",".",".","All_H5N1"
"KP762509","chicken_Jiangsu_2477_2014","HA",".",".","All_H5N1"
"KT587286","pigeon_Hubei_RP25_2012","HA",".",".","All_H5N1"
"KT762431","duck_Hunan_S4020_2008","HA",".",".","All_H5N1"
"KT762439","chicken_Guangxi_S2039_2009","HA",".",".","All_H5N1"
"KU042742","duck_Zhejiang_1220092_2014","HA",".",".","All_H5N1"
"KU042743","goose_Zhejiang_112071_2014","HA",".",".","All_H5N1"
"KU042744","goose_Zhejiang_727098_2014","HA",".",".","All_H5N1"
"KU042747","pigeon_Zhejiang_112090_2014","HA",".",".","All_H5N1"
"KU057264","tiger_Yunnan_tig1508_2015","HA",".",".","All_H5N1"
"KU057280","tiger_Yunnan_tig1412_2014","HA",".",".","All_H5N1"
"KU143257","chicken_Wuhan_HAQL07_2014","HA",".",".","All_H5N1"
"KU143259","duck_Wenzhou_HAYXLG10_2015","HA",".",".","All_H5N1"
"KU143260","duck_Wenzhou_YJYF33_2015","HA",".",".","All_H5N1"
"KX160186","chicken_Liaoning_S4092_2011","HA",".",".","All_H5N1"
"KX160193","chicken_Ningxia_2_2012","HA",".",".","All_H5N1"
"KX247936","environment_Changsha_155_2014","HA",".",".","All_H5N1"
"KX867865","mink_China_G_2015","HA",".",".","All_H5N1"
"KX867873","mink_China_XB_2015","HA",".",".","All_H5N1"
"KX960154","wild_bird_Jiangsu_H220_2015","HA",".",".","All_H5N1"
"KY415617","duck_Hubei_ZYSYF2_2016","HA",".",".","All_H5N1"
"MF116309","duck_China_E26_2012","HA",".",".","All_H5N1"
"MF116310","goose_China_E43_2012","HA",".",".","All_H5N1"
"MF116312","chicken_China_E93_2012","HA",".",".","All_H5N1"
"MF620119","wildfowl_Shandong_SD03_2015","HA",".",".","All_H5N1"
"HQ636461","Hong_Kong_6841_2010","HA","2.3.2",".","Sub_H5N1"
"MF116309","duck_China_E26_2012","HA","2.3.2",".","Sub_H5N1"
"EPI553316","Duck_Shandong_Y02_2009","HA","2.3.2",".","Sub_H5N1"
"JX534557","wild_duck_Shandong_2_2011","HA","2.3.2",".","Sub_H5N1"
"EPI553300","Chicken_Shandong_J06_2009","HA","2.3.2",".","Sub_H5N1"
"EPI553308","Duck_Shandong_Y01_2009","HA","2.3.2",".","Sub_H5N1"
"EPI749345","environment_Chongqing_20363_2013","HA","2.3.2",".","Sub_H5N1"
"KP762501","chicken_Jiangsu_927_2013","HA","2.3.2",".","Sub_H5N1"
"KF813113","tiger_Jiangsu_01_2013","HA","2.3.2",".","Sub_H5N1"
"KF042284","hill_myna_Heilongjiang_0704_2012","HA","2.3.2",".","Sub_H5N1"
"EPI454493","environment_Hangzhou_109_2_2013_H5N1","HA","2.3.2",".","Sub_H5N1"
"EPI592914","environment_Chongqing_02412_2012","HA","2.3.2",".","Sub_H5N1"
"JX534573","wild_duck_Jilin_HF_2011","HA","2.3.2",".","Sub_H5N1"
"CY146692","duck_Hunan_S4150_2011","HA","2.3.2",".","Sub_H5N1"
"KJ522766","chicken_Hubei_RA18_2010","HA","2.3.2",".","Sub_H5N1"
"JX534581","wild_duck_Jilin_ZF_2011","HA","2.3.2",".","Sub_H5N1"
"CY063318","great_crested_grebe_Qinghai_1_2009","HA","2.3.2",".","Sub_H5N1"
"GU477548","brown_headed_gull_Qinghai_9_2009","HA","2.3.2",".","Sub_H5N1"
"GU477547","great_black_headed_gull_Qinghai_8_2009","HA","2.3.2",".","Sub_H5N1"
"GU477549","brown_headed_gull_Qinghai_19_2009","HA","2.3.2",".","Sub_H5N1"
"JQ638674","goose_Jiangsu_k0403_2010","HA","2.3.2",".","Sub_H5N1"
"JQ638673","chicken_Jiangsu_k0402_2010","HA","2.3.2",".","Sub_H5N1"
"EPI553219","Chicken_Shandong_J01_2009","HA","2.3.2",".","Sub_H5N1"
"KT762431","duck_Hunan_S4020_2008","HA","2.3.2",".","Sub_H5N1"
"CY098853","water_Hunan_7_2009","HA","2.3.2",".","Sub_H5N1"
"CY036205","little_egret_Hong_Kong_8863_2007","HA","2.3.2",".","Sub_H5N1"
"CY036229","black_crowned_night_heron_Hong_Kong_659_2008","HA","2.3.2",".","Sub_H5N1"
"CY036221","common_buzzard_Hong_Kong_9213_2007","HA","2.3.2",".","Sub_H5N1"
"GU182166","duck_Hunan_8_2008","HA","2.3.2",".","Sub_H5N1"
"JF975561","swan_Shanghai_10_2009","HA","2.3.2",".","Sub_H5N1"
"GU182158","chicken_Hunan_8_2008","HA","2.3.2",".","Sub_H5N1"
"KJ003987","duck_Hubei_xn_2007","HA","2.3.2",".","Sub_H5N1"
"GU182174","environment_Hunan_7_73_2008","HA","2.3.2",".","Sub_H5N1"
"GU182190","environment_Hunan_6_45_2008","HA","2.3.2",".","Sub_H5N1"
"GU182150","duck_Hunan_3_2007","HA","2.3.2",".","Sub_H5N1"
"GU182142","chicken_Hunan_3_2007","HA","2.3.2",".","Sub_H5N1"
"GU182198","environment_Hunan_5_25_2007","HA","2.3.2",".","Sub_H5N1"
"GU182206","environment_Hunan_5_32_2007","HA","2.3.2",".","Sub_H5N1"
"EPI749321","environment_Guangxi_03218_2012","HA","2.3.2",".","Sub_H5N1"
"EPI749369","environment_Guangxi_03206_2012","HA","2.3.2",".","Sub_H5N1"
"EPI749329","environment_Shaanxi_03243_2012","HA","2.3.2",".","Sub_H5N1"
"EPI749353","environment_Guangxi_03235_2012","HA","2.3.2",".","Sub_H5N1"
"EPI375432","Hong_Kong_5923_2012","HA","2.3.2",".","Sub_H5N1"
"KP288316","quail_Nanchang_6631_2013","HA","2.3.2",".","Sub_H5N1"
"KP288324","duck_Nanchang_9789_2013","HA","2.3.2",".","Sub_H5N1"
"EPI749361","environment_Guangdong_02811_2012","HA","2.3.2",".","Sub_H5N1"
"EPI347304","Guangdong_Shenzhen_1_2011_H5N1","HA","2.3.2",".","Sub_H5N1"
"CY146700","duck_Hunan_S4220_2011","HA","2.3.2",".","Sub_H5N1"
"JX534589","wild_duck_Fujian_1_2011","HA","2.3.2",".","Sub_H5N1"
"CY146708","duck_Hunan_S4234_2011","HA","2.3.2",".","Sub_H5N1"
"JN646713","duck_Zhejiang_213_2011","HA","2.3.2",".","Sub_H5N1"
"KF572434","wild_bird_Hong_Kong_07035_1_2011","HA","2.3.2",".","Sub_H5N1"
"JN646719","duck_Zhejiang_2248_2011","HA","2.3.2",".","Sub_H5N1"
"JN646717","duck_Zhejiang_2244_2011","HA","2.3.2",".","Sub_H5N1"
"JN646715","duck_Zhejiang_2242_2011","HA","2.3.2",".","Sub_H5N1"
"JN646714","duck_Zhejiang_224_2011","HA","2.3.2",".","Sub_H5N1"
"KM027999","swine_Guangxi_592_2011","HA","2.3.2",".","Sub_H5N1"
"KC357320","barn_swallow_Hong_Kong_1161_2010","HA","2.3.2",".","Sub_H5N1"
"AB557633","oriental_magpie_robin_Hong_Kong_9298_2009","HA","2.3.2",".","Sub_H5N1"
"KT762439","chicken_Guangxi_S2039_2009","HA","2.3.2",".","Sub_H5N1"
"AB557629","feral_pigeon_Hong_Kong_3409_2009","HA","2.3.2",".","Sub_H5N1"
"AB517663","grey_heron_Hong_Kong_779_2009","HA","2.3.2",".","Sub_H5N1"
"CY098744","Guangxi_1_2009","HA","2.3.2",".","Sub_H5N1"
"CY036245","grey_heron_Hong_Kong_1046_2008","HA","2.3.2",".","Sub_H5N1"
"AB521163","crested_myna_Hong_Kong_1178_2009","HA","2.3.2",".","Sub_H5N1"
"AB521161","large_billed_crow_Hong_Kong_885_2009","HA","2.3.2",".","Sub_H5N1"
"AB517661","house_crow_Hong_Kong_7677_2008","HA","2.3.2",".","Sub_H5N1"
"CY036261","magpie_robin_Hong_Kong_1897_2008","HA","2.3.2",".","Sub_H5N1"
"CY036253","magpie_robin_Hong_Kong_1097_2008","HA","2.3.2",".","Sub_H5N1"
"CY036237","great_egret_Hong_Kong_807_2008","HA","2.3.2",".","Sub_H5N1"
"CY036213","grey_heron_Hong_Kong_3088_2007","HA","2.3.2",".","Sub_H5N1"
"CY036173","common_magpie_Hong_Kong_5052_2007","HA","2.3.2",".","Sub_H5N1"
"CY036181","Daurian_starling_Hong_Kong_1532_2007","HA","2.3.2",".","Sub_H5N1"
"CY036189","house_crow_Hong_Kong_5288_2007","HA","2.3.2",".","Sub_H5N1"
"CY036197","little_egret_Hong_Kong_8550_2007","HA","2.3.2",".","Sub_H5N1"
"CY036093","peregrine_falcon_Hong_Kong_1143_2007","HA","2.3.2",".","Sub_H5N1"
"CY036045","peregrine_falcon_Hong_Kong_5211_2006","HA","2.3.2",".","Sub_H5N1"
"DQ320912","duck_Hunan_1608_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992782","pheasant_Shantou_2239_2006","HA","2.3.2",".","Sub_H5N1"
"DQ320911","duck_Hunan_1265_2005","HA","2.3.2",".","Sub_H5N1"
"DQ992726","duck_Guangxi_4016_2005","HA","2.3.2",".","Sub_H5N1"
